Id,Job Posting Title,Job Description,Primary Recruiter,Hiring Manager,Division,Job Family Group,Job Family,Job Profile,Region,Country,Primary Location,Date First Posted,Salary,inflation_rate,unemployment_rate,Time to fill
823,Data analist,"Data analist 

Vind jij het een uitdaging om met inzichten vanuit data kansen te vinden, nauw samen te werken met de business en een brede impact te hebben? Kom dan ons Customer Intelligence & Insights team versterken als Data analist!

Data is de drijvende kracht achter onze organisatie. Je kent ons misschien nog van je schoolboeken, maar tegenwoordig zijn we de onmisbare kennispartner voor Legal, Tax en Public professionals. We bieden up-to-date informatie, software en tools en zorgen voor innovatieve manieren om deze informatie continu beschikbaar en toegankelijk te maken. We maken de omslag naar digital in de breedste zin van het woord. Hierbij maken we gebruik van de nieuwste technologieën, werken we volgens het principe Digital First en Agile. 
Het Customer Intelligence & Insights team in Nederland bestaat onder andere uit een Data angineer, Data architect, een Data analist en Marketing automation analisten. Daarnaast werk je ook nauw samen met andere collega’s uit het Benelux team. Je rapporteert aan Maarten Hendriksen, Teamlead Customer Intelligence & Insights.
We werken met diverse tools, zoals KNIME, Google Analytics, Eloqua en Python Power BI en leveren inzichten die we binnen onze organisatie steeds slimmer inzetten en ons in staat stellen continu te optimaliseren. Dit doen wij voor alle business units binnen Wolters Kluwer Legal en Regulatory Nederland. Personalisatie en predictive analytics zijn o.a. projecten waar we focus op hebben.

Wat ga je doen?Jij helpt onze business units met data gedreven oplossingen en met personalisatie zorg jij dat wij onze producten en diensten op het relevante moment aanbieden aan onze klanten.

Je hebt als doel om, samen met je collega’s van Customer Intelligence & Insights, data gedreven werken verder te brengen binnen ons bedrijf;

Je ontwikkelt analyses en voert deze uit op basis van alle beschikbare klant-, markt- enproductgegevens;

Je maakt user profiles aan de hand van (gebruiks) data uit onze marketingdatabase;

Je zorgt voor periodieke evaluaties en aanpassingen van modellen en profielen gebaseerd op ervaringen in de praktijk;

Je werkt samen met de verschillende business units om data driven projecten te realiseren;

Je werkt als single point of contact voor alle business units. 


Wie ben jij?
Jij bent een expert op het gebied van inzichten halen uit data. Je bent een netwerker en vindt snel je weg binnen een organisatie. Dankzij jouw analytische vaardigheden ben je in staat cijfermatige gegevens te analyseren en te interpreteren. Je hebt een sterk conceptueel vermogen, hierdoor zie je structuren en verbanden tussen verschillende vraagstukken. Je bent communicatief en hierdoor in staat jouw boodschap helder over te brengen. Daarnaast heb je uitstekende adviesvaardigheden en een pragmatische houding.

Je hebt een bèta achtergrond in combinatie met commercieel talent. Bij voorkeur heb je een opleiding gevolgd in de richting van Econometrie, Marketing of (Bedrijfs)Economie. 
Ervaring:

Minimaal 3 jaar ervaring in soortgelijke rol op het gebied van analyses, predictive analytics en het adviseren hierover;

Kennis van diverse tools, zoals SQL, KNIME, Python(of vergelijkbaar). Daarnaast sta je open voor het gebruik van nieuwe technieken en analyses;

Visualisatie technieken (bijvoorbeeld Tableau, Power BI)

Ervaring met complexe datastructuren;

Ervaring met het vertalen van data naar toepasbare inzichten.


Wat bieden wij?
Naast een goed salaris bieden wij jou:Een baan voor 32 of 36 uur per week per week, zodat je een goede werk-/privé balans hebt. Een interessante winstdeling- of bonusregeling, een laptop en iPhone, een mooie bijdrage aan je pensioen (als werkgever leggen wij 2/3 in), goede mogelijkheden tot persoonlijke ontwikkeling en groei (zowel in Nederland als in het buitenland) en een baan met uitzicht op een vast dienstverband.

De titel in je contract is Business Intelligence Analyst.Daarnaast organiseren wij een jaarlijkse sportdag, een knallend eindejaarsfeest, gratis fruit en vooral veel werkplezier met leuke en professionele collega’s!Wij zijn er trots op om voor het zesde jaar op rij erkend te worden als Top Employer in Nederland.

De standplaats voor deze functie (wanneer we weer terug mogen naar kantoor) is Deventer of Alphen aan den Rijn. Daarnaast behoort thuiswerken uiteraard ook tot de mogelijkheden.",50,773,6,Business Analytics,Business Intelligence,60,EMEA,Netherlands,NLD-Alphen Aan Den Rijn-Zuidpoolsingel,2021-01-15 00:00:00,6,1.557045,4.7,293
824,Senior Customer Service Operations Analyst,"Job Description Summary

The Senior Customer Service Operations Analyst role will work within the Wolters Kluwer TeamMate Global Support organization to help implement ITIL related policy and procedures, collect and analyze KPI's related to Support Operations, and help manage projects related to other Support improvement activities.

Job Description

Daily Duties:

Identifies and communicates process changes and improvement activities, reviews key performance indicators, and engages with stakeholders to ensure transparency and awareness.
Collects and analyzes contact center activity data and initiates, develops and recommends improvements to systems
Oversee management of the Incident and Problem Management processes, including trends, case backlog, ensuring ongoing or aged cases are moving forward.
Assist in process improvement initiatives by working across Service, Technical and Business teams to continuously improve the systems, processes, and controls to ensure effective development, monitoring, and support is in place.
Analyzes and measures the effectiveness of existing customer service processes and develops sustainable, repeatable operations improvements.
Leads and/or participates in global support meetings, daily stand-ups or other meetings as required. Meeting times may need to be accommodated for regional time zones.
Takes ownership within the process of critical or escalated incidents and ensures coordination or drives resolution by synchronizing efforts of the relevant resolution teams, both internal and potentially external (customer).
Acts as a liaison with team managers of all involved teams (or support teams) to ensure swift resolution of incidents within defined expectations. Communicates progress to customers as required.
Participate in all required training and adhere to written policies and procedures.
Work across the TeamMate organization including teams responsible for project and program management, design and development, quality assurance and production support.
Lead and manage continuous improvement planning deliverables.
Ensures that standards and guidelines are curated and published.
Collaborates with training resources to providing training on improved processes.
Lead training sessions as required around process and system improvements.
Strong knowledge of organization policies and procedures.
Perform other job-related duties as assigned.

Experience and Qualifications:

Bachelor’s Degree in Computer Science preferred or equivalent work experience.
1-3 years Project Management background preferred.
3 -5 years of relevant working experience in Incident Management in a B2B environment.
Experience implementing or revamping the ITIL Incident or Problem Management principles preferred.
ITIL V3 Intermediate Certification Preferred.
Highly independent and self-directed individual capable of working with minimal supervision.
Experience working with, and proven ability coordinating a team of people from multiple operational groups.
Excellent interpersonal, organizational and customer services skills with ability to communicate effectively with both technical and non-technical stakeholders.
Capability to interact with senior management in regard of Critical Incident status updates.
Experience in managing escalations in a crisis.
Background and experience in one or many of the IT domains, Networking, Software Development, Web Applications, Cloud Infrastructure or Technical Project Management.
Ability to conduct an analysis of administrative and logistical needs, scheduling meetings, planning agendas, documenting and making verbal and written presentations.
Demonstrated experience in working with various IT areas to resolve action items identified as part of audit process.
Demonstrated experience in coordinating training and/or conducting training.
Demonstrated planning, analytical, problem-solving skills.
Excellent verbal and written communication skills and experience.
Ability to handle and prioritize multiple tasks in a fast-paced team environment.
Demonstrated experience in working with a geographically diverse organization and customers.",145,207,7,Customer Service,Customer Service Operations,116,Americas,United States of America,USA-FL-Tampa-West Boy Scout Blvd,2020-12-17 00:00:00,6,1.362005,6.7,186
825,Software Consultant,"Legal Software Consultant - Legisway

Wolters Kluwer Legal Software is een internationale aanbieder van innovatie Legal Tech oplossingen. Binnen onze afdeling zorgen we voor de ontwikkeling, verkoop en implementatie van legal business management oplossingen voor zowel kleine als grote ondernemingen in alle sectoren.
Onze tools stellen onder andere de juridische diensten van bedrijven in staat om hun activiteiten volledig te digitaliseren en dragen bij tot een sterke productiviteitswinst in alle activiteiten zoals contract management, corporate housekeeping, juridisch advies en data privacy.
Met het oog op de verdere ontwikkeling van onze succesvolle oplossingen Legisway op de Belgische markt breiden we ons dynamisch team uit met een Software Consultant.


Je voornaamste verantwoordelijkheid is ervoor te zorgen dat onze toepassingen en tools correct worden geïmplementeerd en dat onze klanten de software optimaal kunnen benutten. Je gaat daarvoor ter plaatse bij de klant of werkt vanop afstand.
 Je bent verantwoordelijk voor je eigen projecten en kunt meerdere projecten tegelijkertijd beheren. Je werkt klantgericht: je voert systematisch alles uit, via de configuratie en de opleiding aan de gebruikers. Zo kunnen onze klanten maximaal gebruikmaken van de functionaliteiten van onze producten en zorg je voor een tastbare toegevoegde waarde.
Wanneer je niet bij klanten bent voor nieuwe implementaties of opleidingen, ondersteun je de klanten die Legisway al gebruiken door te antwoorden op de vragen die zij online of per e-mail stellen via onze supporttools. Je biedt ook ondersteuning aan het verkoop team in de eindfase van de verkoop om de offerte te verfijnen en te finaliseren.
Je bent in heel België actief. Je werkt vanuit onze kantoren in Gent of Mechelen en ook thuiswerk mogelijk. Je rapporteert rechtstreeks aan de Service Manager.

Jouw belangrijkste taken 
Goede afspraken maken en verwachtingen aflijnen bij de start van een nieuw project
Installatie en configuratie van de applicatie
Het geven van training aan onze klanten
Het opvolgen van mogelijke issues
Advies geven bij de ontwikkeling van de toepassing
Ondersteuning bieden na verkoop
Actief meewerken bij de verbetering van de interne processen
Buiten de projecten, ondersteuning bieden aan bestaande klanten via e-mail of telefonische kanalen. Als expert zal je geconfronteerd worden met de meest complexe problemen.

Jouw profiel
Opleidingen/loopbaan:
Je behaalde een masterdiploma bij voorkeur in IT of economische richting
Je hebt een sterke affiniteit met ICT en bent bereid verder bij te leren in dit domein. Je werkte al met ERP of CRM software,
Je hebt minstens 3 jaar relevante ervaring
Raakvlakken met de juridische sector zijn een plus


Kennis en vaardigheden:
Je beheerst de geavanceerde functies van het Office-pakket (Word, Excel en Outlook/exchange).
Je beschikt over de nodige didactische vaardigheden om opleidingen te geven en hebt uitstekende communicatie- en luistervaardigheden.
Je bent klant- en servicegericht: je straalt maturiteit uit en hebt gevoel voor verantwoordelijkheid en degelijk werk. Je wil voortdurend de doeltreffendheid en kwaliteit van je werk verbeteren.
Dankzij je analyse- en luistervaardigheid kun je de behoeften van de klant omzetten in betere processen. Je bent assertief en kunt je in de plaats van de klant stellen om hun behoeften te begrijpen en ze te overtuigen. Je kunt hun problemen perfect ontleden en stap voor stap oplossen, rekening houdend met prioriteiten, deadlines en budgetten.
Beheer van projecten A tot Z: Je bent vertrouwd met een werkomgeving waar het werk projectmatig wordt georganiseerd. Daardoor ga je georganiseerd aan de slag en kun je ook zelfstandig werken.
Bedrijfsmanagement: je bent geïnteresseerd in alle aspecten van een bedrijf en je kan je snel aanpassen aan nieuwe tools en processen.
Je drukt je vlot uit in het Nederlands en Frans en hebt een goed begrip van het Engels, zowel schriftelijk als mondeling.


Persoonlijkheid:
Je bent van nature enthousiast en positief en kunt dit ook naar anderen overbrengen. Je bruist van energie en bent een doorzetter.
Je bent flexibel: je werkt zowel bij de klant, als op kantoor en vanop afstand en op meerdere projecten tegelijkertijd.
Je bent stressbestendig en kan omgaan met veeleisende klanten.


Ons aanbod

Je komt terecht in dynamisch team met ambitie! Naast een marktconforme verloning en bedrijfswagen aangevuld met tal van extralegale voordelen, investeert Wolters Kluwer permanent in de groei en de competenties van zijn medewerkers en wil hen volop de kans geven zich te ontplooien. Ontdek meer troeven van Wolters Kluwer op www.wolterskluwer.be.",201,201,6,Consulting/Professional Services,Consulting/Professional Services - Generalist,80,EMEA,Belgium,BEL-Mechelen-Motstraat,2020-11-30 00:00:00,5,0.5142332,5.9,271
826,IT Infrastructure & Operations Manager -NSX,"SR IT INFRASTRUCTURE & OPERATIONS MANAGER - NSX

**THIS POSITION CAN BE REMOTE ANYWHERE IN THE US!!**

What makes this fun?
In this role you are part of the foundation that drives all the support for all Wolters Kluwer business units, and you will be working on some of the most visible projects we have in progress.
The Sr. IT Infrastructure & Operations Manager is a part of Wolters Kluwer Global Business Services (GBS). GBS is designed to provide services to the business units in the areas of technology, sourcing, procurement, legal, finance, and accounting which includes our North American-Accounting Center. These global centers promote team collaboration using best practices around a specific focus area to drive results and enhance operational efficiencies.  You are part of a constant endeavor to benchmark against best-in-class industry standards to improve the quality of deliverables, increase cost savings, enhance productivity, and reduces time to market for products and applications. 

Some of the things you will develop, work on and be responsible for:

Support and maintain multiple NSX environments

NSX-V 6.4.x

NSX-T 3.x


Support and maintain server operating systems

Local and cloud hosted

All current releases of OS 2012, 2016, 2019


Create, configure, and deploy operating systems and cloud components as requested.

Perform scheduled software and hardware maintenance.

Troubleshoot issues as needed.

Monitor systems using enterprise monitoring solutions.

Create and manage Changes to systems.

Create and manage Incidents.


The experience we look forward to you having:

Provide operational support of NSX-V and NSX-T environments

Deploy and configure virtual devices (edge routers, dlr, firewall), as appropriate

Deploy new virtual networks, as appropriate

Create and configure VPN tunnels, as appropriate

Provide guidance and best practices related to routing protocols (BGP, OSPF, transport zones, vxlan config)

Troubleshoot complex network configurations, identify, and escalate issues/risks as appropriate and resolve challenges

Provide regular project related communication / updates to key stakeholders throughout the engagement

Analyze network traffic to identify traffic that should be allowed vs blocked.

Create firewall rules to allow desired traffic, while blocking unwanted traffic.

Coordination with applications developers to facilitate testing of new firewall rules.

Sustains, operates, and maintains VPC infrastructure, for multi?tenant production, test, and development environments. Supports integration and testing, pre? production, and production Integration processes.

Ability to drive projects forward while providing guidance to more junior members of the team

Strong understanding of business processes and how to leverage standard system capabilities to support them

Ability to prioritize multiple tasks in a fast-paced, team environment

Strong interpersonal and communication skills with an ability to maintain positive working relationships


Exceptional Skill Set You Have! 

VMware vSphere & NSX experience

Networking knowledge – underlay and overlay knowledge

VMWare VSphere

Excellent VMware networking skills including NSX-V, NSX-T, distributed switching,

Extensive monitoring knowledge for bandwidth, link status, switch health status, and routine maintenance activities

vROPs

OpsRamp/Operational console

McAfee

Windows Server 2012, 2016, 2019

Azure Migrations

   
 What You Have Done That Makes You Amazing!! 

Networking and virtualization technologies (overlay / underlay, vswitching, routing, firewall, vpn, etc

Hands on VMWare NSX-V: 5 years (Preferred)

vSphere Experience: 5 years (Preferred)

Enterprise?level information systems: 5 years (Preferred)Applying and implementing VMware cloud solutions 5 years (Preferred)

Experience in development and delivery of IT systems design and implementation: 5 years (Preferred)

A minimum of 5 years experience providing operational support of an Enterprise size NSX environment.

Experience planning and executing a NSX migration from NSX-V to NSX-T and delivery of IT systems design and implementation: 5 years (Preferred)


Bachelor of Science degree in Computer Science or equivalent job experience

WHO WE ARE:
Wolters Kluwer is a global leader in professional information services. Professionals in the areas of legal, business, tax, accounting, finance, audit, risk, compliance and healthcare rely on Wolters Kluwer's market leading information-enabled tools and software solutions to manage their business efficiently, deliver results to their clients, and succeed in an ever more dynamic world.  Wolters Kluwer combines deep domain knowledge with specialized technology. Our portfolio offers software tools coupled with content and services that customers need to make decisions with confidence. Every day, our customers make critical decisions to help save lives, improve the way we do business, build better judicial and regulatory systems. We help them get it right.

The above statements are intended to describe the general nature and level of work being performed by most people assigned to this job.  They are not intended to be an exhaustive list of all duties and responsibilities and requirements.

EQUAL EMPLOYMENT OPPORTUNITY
Wolters Kluwer U. S. Corporation and all its subsidiaries, divisions and customer/business units is an Equal Opportunity / Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status.

#LI-Remote",146,618,2,Technology,IT Infrastructure & Operations - Generalist,200,Americas,United States of America,USA-MO-Clayton-South Central Ave,2022-01-13 00:00:00,7,7.479873,4,111
827,Account & Relationship Management Executive,"Basic Function

The Senior Account Manager uses initiative to ensure the revenue target and generate new business with pro-active attitude for customer service. To generate leads from cold calls and makes personal visits to customers to discuss and demonstrate online legal products in a consultative manner and make new sales to meet targets.
????????????????????????????????????????????????????????????????????????????????????
Essential Duties and responsibilities

?????????????????????????????????????????????????
????????????????????????????????????????????????
????????????
???????????????????????????????
?????????????????????????????
????????????????????????????
???????????????????????????
??????????????????????????
??????????????????????????????
???????????????????????????????????????????

Other Duties

Attend and support trade shows, events and conferences as required
Performs other duties as assigned by supervisor
???????????????????????
?????????????

Job Qualifications
Education:  (Describe the minimum, relevant education required to perform the job.  Then list any additional preferred or desired education.)  
Minimum:  bachelor degree or above; ??????
Preferred: Major in legal/tax accounting/hr management is preferred.??????????????

Experience:  (List the minimum, relevant amount of experience required to perform the job.  Then list any additional preferred or desired experience.  Include the phrase “or equivalent” at the end of the minimum requirements.)
Minimum: 8 years’ experience in direct consultative, solution-selling environment with proven track record for meeting and exceeding targets. ?????????????????????????
Preferred: Experience in legal/tax accounting/hr industry is preferred. ??????????????????

Other Knowledge, Skills, Abilities or Certifications:  (First list requirements, followed by preferences.) 

Excellent communication skills and comfortable in presenting to all levels of a organization, teamwork and good at execution.
Honesty, High energy, motivated self-starter with ability to manage time well and formulate strategy to achieve sales goals
Good English communication skills.
Skilled at developing long term customer relationships
Proficient in MS Office/Word/PowerPoint/Customer Relation Management tools
??????????????????????????????
????????????????????
?????????????????????????
???????????
??????Word?Excel?PPT?????????????????",96,1303,3,Sales,Account/Relationship Management,3,APAC,China,CHN-Beijing-East 3rd Ring Road,2019-12-05 00:00:00,6,4.5,5.4,63
828,Senior Customer Service Operations Associate – Account Coordinator,"The Senior Customer Service Operations Associate – Account Coordinator serves as the first point of contact on any new order by efficiently and accurately setting the order into motion for fulfillment by a service team member. They will perform set up and processing of orders for new and existing accounts in a task-based workflow process. Must have success in being detail-oriented, technologically savvy, and able to complete multiple tasks for different teams/clients simultaneously in a fast-paced environment while training and guiding others. Must have a comprehensive background in business licensing across a wide array of industries. Ultimately, this role will drive growth of our company by being an essential part of the Product Management team.

Responsibilities:
Act as a liaison between departments/teams/units
Communicate effectively with clients and team members via oral and written correspondence
Seek new ways to improve department deliverables, products, and workflows with the goal of efficiency in mind
Assist and guide Account Coordinators on internal processes
Provide training, coaching, and guidance for new team members
Process daily orders from varied sources while adhering to specific source workflows
Successfully set up and handle 200-400 licenses per month with more than 35% at Tier 3 or higher, to include large volume orders
Delegate task assignments to Account Coordinators
Ensure accuracy of information throughout the order set-up process by utilizing our industry information and creating transparency of the process via system-driven task management
Set-up and modify new and existing client accounts by creating invoices and license lines, applying requisite templates, identifying, and centralizing application materials specific to each order, and creating/monitoring tasks for order fulfillment
Generate invoices in accordance with billing protocols
Review incoming orders for accuracy of client expectations/requirements and pricing
Collaborate with team members across all service teams to aide order fulfillment
Work with the Sales and Business Development Teams to onboard new client relationships and engagements by performing requisite order set-up functions
Assign order set-up tasks to other team members per SOPs
Help improve our knowledge database to increase order set-up efficiencies by identifying gaps of information or outdated data requiring research review
Assist VP/Director/Associate Director/Manager with special projects

OTHER DUTIES
Other duties as assigned.

JOB QUALIFICATIONS
Education: Minimum Bachelor’s degree, or equivalent

Experience:
5+ years of experience, preferably in the licensing field, or equivalent

Other Knowledge, Skills, Abilities or Certifications: ·
Exceptional interpersonal skills to communicate with partner representatives, government agencies, colleagues, and clients
Use of considerable tact and discretion when dealing with partners, clients, or sensitive data
Experience in training, guiding, and mentoring others
Proven success in meeting deadlines for multiple concurrent projects
Identifying and/or implementing process improvements.
Ability to adapt to changing regulatory environment
Ability to work independently, handle pressure, multi-task, and prioritize work at all times
Excellent organizational and communication (both verbal and written) skills
Ability and desire to work in a fast-paced environment while effectively collaborating with others
Outstanding skills using personal computers in a Windows-based environment (including Microsoft Office Suite and Adobe PDF)
Excellent attention to detail and high degree of accuracy and consistency
Consistently exceed expectations and respond actively and positively to changing circumstances

TRAVEL REQUIREMENTS
Domestic travel less than 10% of work time (e.g., training, team meetings)",20,1261,4,Customer Service,Customer Service Operations,118,Americas,United States of America,USA-MO-Clayton-South Central Ave,2022-02-25 00:00:00,3,7.871064,3.8,37
829,Software Test Automation Engineer,"We are looking for a self-motivated Software Test Automation Engineer  to join our excellent development team.??As a part of the team, you will assess software quality through manual and automated testing. You will be responsible for finding and reporting bugs and glitches. In this role, you should have a keen eye for detail and excellent communication skills. As a Software Test Automation Engineer who is passionate in testing you will be working with cross-functional teams to ensure quality throughout the software development lifecycle.  
  Responsibilities:   

Reviewing software requirements and preparing test scenarios 

Executing manual tests according to a test plan 

Conducting exploratory testing  

Writing automation scripts using existing framework/tools  

Participating in backlog refinements and providing input on requirements, product design, and potential problems 

Helping troubleshoot issues  

Resolving well known cases independently and asking for help when not confident 

Providing objective feedback to SCRUM team members  

 
Desired qualification and skills: 

Bachelor's degree in Computer Science, Engineering or related field 

Minimum experience in application testing 

Up-to-date knowledge of software test design and testing methodologies   

Working knowledge of test techniques  

Experience testing REST/SOAP endpoints  

Experience with E2E testing frameworks (e.g. Selenium/Cypress)  

Experience with database technologies (SQL or NoSQL)  

Experience of Agile and Scrum methodologies  

Ability to work well in a team environment   

Problem solving attitude

Fluency in Italian, good knowledge of English",49,431,7,Technology,Software Engineering - Products,316,EMEA,Italy,ITA-Lucca-Via Borgo Giannotti,2022-01-25 00:00:00,5,4.840271,8.7,167
830,Product Designer,"Job Description Summary

Requires working technical knowledge and expanded conceptual knowledge within user experience design. Works under a moderate level of guidance and direction. Performs a range of technical assignments and solves moderately complex problems under guidance of established policies and procedures. Studies users' feeling and experience when using company products and makes improvements according to research and feedback. Identifies technical requirements and develops ideas through scenarios, sketches, story boards, user flows, wireframes, motion studies, mock-ups, and prototypes. Collaborates with a team of designers, researchers and engineers, brainstorming concepts from a customer's viewpoint. Collaborates with others in user research for refinement of ideas and concepts. Stays informed on technology and research on customer preferences, identifying opportunities to apply new technologies and interaction patterns to customer problems. Contributes to moderately complex aspects of a project. Assists in the development, maintenance, and support of various systems and tools. Supports the achievement of goals through own personal efforts.

Job Description

Are you an inventive, resourceful, and collaborative designer who has a passion for creating rich user experiences that mix ease of use with powerful feature sets?  If so, join our UX team to help global companies fulfill their sustainability missions more effectively by creating groundbreaking experiences for their users. We are here to assist enterprise businesses manage their environment, health and safety programs while creating a safer work environment for their employees.

We are looking for a Product Designer to be a pivotal member of our product team. You will be reporting to the Product Design Lead and will work with product managers and developers who use lots of interesting technologies to develop core features used across the platform. A great fit for this role is always intrigued by new UI / UX paradigms and is always striving to learn more.
You must have extensive UI experience and the ability to solve complex problems by creating simple and most beautiful designs and experiences imaginable. You will collaborate with several diverse and distributed teams to help execute the product roadmap.

You will:
Actively assist in improving the design and overall effectiveness of Enablon solutions by collaborating with 1) Our end-users to conceive brilliant interactions and elegant experiences; 2) Product managers and software engineers to balance valuable user experiences with business needs and technical feasibility constraints to make tradeoffs where appropriate
Create visually compelling UI’s with a consistent style
Build icons, UI visual design specs, graphics, prototypes, and other visual assets
Incorporate feedback and iterate rapidly
Enforce and extend style guide that is consistent with Enablon design standards
Provide input during the design process and play a part in continuously refining our approach to human-centered design and product development
Demonstrate visual designs to teams and management while clearly articulating design reason(s)
Learn new skills and assume new responsibilities

Job Qualifications

Education:  
Bachelor’s degree in Interaction Design/HCI/Media Arts/Graphic Design/Psychology, or a related field. Master’s degree preferred

Experience:
You have 3+ years of visual design experience working for a B2B software company
You have 5+ years of experience collaborating with cross functional teams to deliver a quality product while advocating for good customer experience
Experience working in an agile environment, building solutions from discovery to delivery

Other Knowledge, Skills, Abilities or Certifications:
You demonstrate a strong sense of typography, iconography, color theory, and visual composition
Experience with design tools (Sketch, Photoshop, Illustrator), and prototyping tools (InVision, Axure, etc.)
Ability to solve design problems:
Demonstrating the successful delivery of innovative interface design solutions for web and/or mobile devices
Well-versed in fundamental, visual, and interactive design disciplines and principals
You are meticulous down to the pixel
Can-do attitude: Will go the extra mile to launch the best possible design on tight schedules
Experience with HTML, CSS, AJAX, jQuery to understand design feasibility
Experience working with global teams daily 
experience designing with accessibility in mind",144,338,6,Technology,User Experience Design,68,Americas,United States of America,USA-NY-New York-Liberty St,2022-01-14 00:00:00,5,7.479873,4,214
831,Senior User Interface Engineer,"Wolters Kluwer (www.wolterskluwer.com) is a global leader in professional information services.  Professionals in the areas of legal, business, tax, accounting, finance, audit, risk, compliance and healthcare rely on Wolters Kluwer's market leading information-enabled tools and software solutions to manage their business efficiently, deliver results to their clients, and succeed in an ever more dynamic world.  Headquartered in Alphen aan den Rijn, the Netherlands, we serve customers in over 180 countries, maintains operations in over 40 countries and employs 19,200 people worldwide.  Wolters Kluwer reported 2020 annual revenues of €4.6 billion.
Wolters Kluwer combines deep domain knowledge with specialized technology.  Our portfolio offers software tools coupled with content and services that customers need to make decisions with confidence.  Every day, our customers make critical decisions to help save lives, improve the way we do business, build better judicial and regulatory systems. We help them get it right.
Based on revenues, our largest expert solutions are:
Health: clinical decision support tool UpToDate; clinical drug databases Medi-Span and Lexicomp; and Lippincott nursing solutions for practice and learning.
Tax & Accounting: corporate performance solutions TeamMate and CCH Tagetik; professional tax and accounting software, including CCH ProSystem fx, CCH Axcess, and PFX Engagement in North America and similar software for professionals across Europe.
Governance, Risk & Compliance: finance, risk, and regulatory reporting suite OneSumX; banking compliance solutions Compliance One, Expere, and Gainskeeper; and enterprise legal management software Passport and Tymetrix.
Legal & Regulatory: EHS/ORM [3] suite Enablon, and our range of workflow solutions for European legal professionals.

Requires in-depth conceptual and practical technical knowledge within user interface design. Works independently with minimal guidance. Understands key business drivers and builds knowledge of the company, processes and customers. Designs the visual interface and structure of products, including the interface style, layout and components. Facilitates user-friendly designs that emphasize translating user processes into straightforward user interfaces (UI) and navigation flows. Identifies customer user profiles and UI needs through customer visits and lab testing and leads structured task analyses; conducts surveys of customer satisfaction with user interfaces. Presents results of usability analyses to project teams and upper management with findings and recommendations; establishes and maintains UI standards and style guides. Modifies UI prototype designs based on user feedback; writes specifications for final designs that maximize ergonomics and usability within established cost constraints. Ensures that the interface look and feel is intuitive, state-of-the-art and consistent across products. Performs a range of technical assignments and solves moderately complex problems under guidance of established policies and procedure. Contributes to delivery of team goals through personal efforts or through influence over team members.

Qualification: B.E/B.Tech. (Computer), MCA.
Role: Front end developer
Experience: 7-8 Years
Key skills :: JavaScript, Typescript Angular 5/6/7, ES6, Node.js, Webpack, HTML5, CSS3, Bootstrap 3.0 / 4.0, JSON, AJAX, Kendo components, Express development, Storybook component library
Mandatory:                                                                                                                       
Angular (5+), HTML5, CSS3.0, Webpack development, Storybook component library, Agile methodology

Good to have:    Kendo Components, Less, AngularJS
Job Description:
1.     Good understanding of object oriented JavaScript patterns. E.g. MVC, Redux.  
2.     Good understanding of JavaScript framework. especially Angular 5/6/7.
3.     Good understanding of Typescript.
4.     Good understanding of writing client side unit test case using Jasmine, Karma, Jest.
5.     Good understanding of web markup, including HTML5, CSS3, Less.
6.     Brainstorm, plan, design and develop interactive user friendly website.
7.     Experience in working with responsive web design - across platforms and devices.
8.     Proficient understanding of cross-browser compatibility issues and ways to work around them.
9.     Experience of using developer tools to debug client side bugs and issues.
10.   Good understanding of asynchronous request handling, partial page updates, routing, message handling.
11.   Creative, logical, self-started and analytical thinking to reach a solution.",202,947,7,Technology,User Interface Design,420,APAC,India,IND-Pune-IndiQube Orchid,2022-01-06 00:00:00,6,5.837564,6.6,192
832,Product Software Engineer,"Exp - 3-6 Years

- Minimum 3 years developing N-tiered systems in a .NET/SQL environment with C# and Angular Js.
- Solid understanding of object oriented programming and design patterns
- Experience working with .NET Collections and LINQ, and being able to determine appropriate data structure choices based on feature requirements.
 
- Knowledge of web development standards and best practices including Angular Js, JavaScript, HTML, jQuery, CSS, ASP.NET MVC, Web Api, Bootstrap
- Development experience with SQL Server: writing queries and stored procedures
- Experience writing data access code using ADO.NET.
- Some familiarity with how to write performant queries.
- Familiar with design patterns and good understanding of OOD/OOP practices
- Experience writing unit and integration tests
- Strong communication skills - verbal and written - and ability to work collaboratively as a team 
- Passionate about software development",187,532,7,Technology,Software Engineering - Products,316,APAC,India,IND-Pune-IndiQube Orchid,2020-02-24 00:00:00,5,6.840391,8,39
